"","BATTER_UID","AVG","OBP","SLG","VENUE_KEY","OUTS","BALLS","STRIKES","BATS_LEFT","THROWS_LEFT","PITCH_NUMBER","RELEASE_SPEED","PLATE_X","PLATE_Z","INDUCED_VERTICAL_BREAK","HORIZONTAL_BREAK","VERTICAL_APPROACH_ANGLE","HORIZONTAL_APPROACH_ANGLE","Prob of Single","Prob of Double","Prob of Triple","Prob of Home Run"
"5549",82,0.2365,0.3505,0.429,2745,1,1,0,0,0,2,86.6469955444336,0.0746546015143394,3.53041005134583,3.35221004486084,1.41164004802704,-6.17916011810303,3.06912994384766,0.191,0.079,0.008,0.11
"5550",45,0.277,0.3205,0.4225,2724,1,2,2,0,0,6,81.5479965209961,-0.0409169010818005,1.85064995288849,-4.3815598487854,14.412899017334,-8.94421005249023,3.0903000831604,0.239,0.077,0.007,0.043
"5551",82,0.2365,0.3505,0.429,4669,2,1,2,0,0,4,90.0558929443359,-0.408793985843659,2.82087993621826,0.435006976127625,-6.28566980361938,-6.13796997070312,-0.326864004135132,0.247,0.075,0.009,0.039
"5552",97,0.211,0.2905,0.3725,5472,2,1,0,1,1,2,81.6214981079102,0.654697954654694,2.29384994506836,-7.74029970169067,-1.48504996299744,-8.7979097366333,-0.720569968223572,0.231,0.068,0.009,0.063
"5553",117,0.2845,0.344,0.4435,2772,2,1,0,0,1,2,87.6083984375,-0.138436004519463,2.65807008743286,17.1354999542236,6.76770973205566,-5.05283975601196,-1.30336999893188,0.176,0.084,0.009,0.113
"5554",152,0.314,0.353,0.461,5355,1,2,1,0,1,4,89.0242004394531,1.09768998622894,2.22608995437622,-3.58557987213135,17.0420989990234,-5.75662994384766,-0.4339300096035,0.262,0.055,0.012,0.049
"5555",82,0.2365,0.3505,0.429,2529,0,1,1,0,1,3,91.1203994750977,0.229327991604805,2.67031002044678,15.967399597168,6.41470956802368,-4.96180963516235,-2.30906987190247,0.219,0.077,0.009,0.06
"5556",134,0.273,0.378,0.481,3789,0,0,0,1,1,1,77.2221984863281,-0.189581006765366,2.45931005477905,-2.20023989677429,-4.93145990371704,-8.4724702835083,-3.03816986083984,0.203,0.088,0.006,0.07
"5557",66,0.277,0.3475,0.4255,2745,2,1,2,0,0,4,82.7963943481445,0.443675011396408,2.31717991828919,-1.42179000377655,1.63002002239227,-7.85330009460449,3.29494976997375,0.234,0.073,0.011,0.041
"5558",81,0.261,0.3285,0.3655,2843,1,3,2,1,0,7,93.4935989379883,-0.329284995794296,1.64128005504608,12.8005990982056,-12.1077995300293,-6.52327966690063,0.0439490005373955,0.252,0.083,0.007,0.036
"5559",81,0.261,0.3285,0.3655,2843,2,1,2,1,0,5,82.9700012207031,-0.0517756976187229,2.23569989204407,-5.00189971923828,1.35002994537354,-8.89445972442627,1.19535994529724,0.242,0.073,0.007,0.037
"5560",82,0.2365,0.3505,0.429,2541,0,0,0,0,1,1,87.1613006591797,-0.420685976743698,2.27629995346069,8.05389976501465,-3.46730995178223,-6.51132965087891,-3.05140995979309,0.22,0.088,0.006,0.059
"5561",97,0.211,0.2905,0.3725,5472,0,0,0,1,0,1,89.3199996948242,0.0826859027147293,2.20162010192871,8.23192977905273,-12.5457992553711,-6.56220960617065,1.75612986087799,0.23,0.085,0.007,0.052
"5562",70,0.238666,0.293666,0.389333,5472,1,0,0,0,0,1,90.1945953369141,0.623066008090973,1.9690899848938,9.07538032531738,-12.2442989349365,-6.32119941711426,1.49085998535156,0.235,0.074,0.009,0.048
"5563",35,0.255,0.324,0.427,2844,0,1,1,0,0,3,95.5950012207031,-1.01695001125336,1.95211982727051,10.4879999160767,-8.59595966339111,-5.76752996444702,0.0167239997535944,0.261,0.094,0.005,0.037
"5564",0,0.289,0.330666,0.453,2844,0,1,0,0,1,2,86.9647979736328,0.136340007185936,2.34488010406494,15.2854995727539,9.64663028717041,-5.89365005493164,-1.47915995121002,0.197,0.085,0.008,0.087
"5565",0,0.289,0.330666,0.453,2767,2,0,0,0,1,1,91.3348007202148,0.995912969112396,2.27939987182617,16.2199993133545,10.4212999343872,-4.89568996429443,-1.21836006641388,0.212,0.064,0.013,0.068
"5566",137,0.268333,0.370333,0.385666,5472,1,1,1,1,0,3,84.3157958984375,-0.159588992595673,2.9883599281311,9.81655025482178,6.06891965866089,-6.14053010940552,2.52647995948792,0.186,0.087,0.009,0.087
"5567",1,0.3025,0.348,0.555,2844,0,2,0,0,1,3,84.9738998413086,0.983704030513763,3.019779920578,15.1059999465942,9.79090023040772,-5.47656965255737,0.973669946193695,0.175,0.075,0.012,0.129
"5568",30,0.2815,0.3255,0.4525,3810,2,1,0,0,0,2,93.9552001953125,-0.0726104974746704,3.11608982086182,17.2360992431641,-2.35184979438782,-5.02526998519897,-0.161182001233101,0.196,0.08,0.009,0.097
"5569",66,0.277,0.3475,0.4255,2745,0,0,0,0,1,1,81.3855972290039,0.849773049354553,2.32453989982605,15.1819000244141,12.0516004562378,-6.73597002029419,0.89500093460083,0.182,0.081,0.01,0.087
"5570",97,0.211,0.2905,0.3725,5472,2,2,1,1,0,4,91.1246032714844,0.676456987857819,2.19972991943359,10.8631000518799,-4.43391990661621,-4.96587991714478,2.87993001937866,0.222,0.07,0.013,0.061
"5571",125,0.2295,0.3255,0.4005,5421,0,1,0,1,0,2,86.7159957885742,-0.369430959224701,2.16231989860535,12.8753995895386,-11.5166997909546,-6.02220964431763,0.69047999382019,0.199,0.097,0.007,0.076
"5572",65,0.27,0.375,0.409,2683,2,1,2,0,0,4,78.3928985595703,-0.171532988548279,1.99928998947144,-0.790500044822693,3.10116982460022,-8.56490993499756,2.57138991355896,0.216,0.087,0.009,0.045
"5573",16,0.28,0.353,0.361,2852,0,2,2,0,0,6,87.0368957519531,0.821238934993744,1.30931997299194,7.13783025741577,-18.2255992889404,-7.47753953933716,1.10439991950989,0.261,0.072,0.01,0.026
"5574",73,0.289,0.381,0.374,2745,2,0,0,1,0,1,90.7216949462891,-0.446062982082367,3.25109004974365,12.208399772644,-10.9942998886108,-5.37279987335205,0.28049299120903,0.191,0.086,0.008,0.089
"5575",152,0.314,0.353,0.461,2683,0,3,1,0,0,5,89.423698425293,-2.30437994003296,1.66723990440369,14.09019947052,-7.89440965652466,-6.97309970855713,-1.87266004085541,0.216,0.133,0.003,0.066
"5576",84,0.267,0.3825,0.389,2842,2,0,0,1,1,1,74.9035949707031,0.364347994327545,1.50100994110107,-5.21987962722778,-3.03625011444092,-9.88442039489746,-3.09772992134094,0.217,0.079,0.008,0.054
"5577",35,0.255,0.324,0.427,3970,1,3,2,0,1,6,83.7639007568359,0.60777097940445,1.30773997306824,16.4755992889404,15.5357999801636,-7.09099960327148,0.73321795463562,0.215,0.083,0.012,0.053
"5578",97,0.211,0.2905,0.3725,5472,1,1,0,1,1,2,86.4874954223633,0.186156988143921,2.53715991973877,13.935399055481,15.8957996368408,-5.38462018966675,0.326165974140167,0.186,0.08,0.009,0.105
"5579",45,0.277,0.3205,0.4225,2724,0,0,0,0,0,1,83.9533004760742,0.70796400308609,1.51996994018555,8.52577972412109,-0.686927974224091,-7.33488988876343,2.12933993339539,0.223,0.081,0.009,0.051
"5580",21,0.2745,0.3365,0.4425,2842,1,0,1,0,0,2,81.7533950805664,-0.281125992536545,2.60079002380371,-2.36098980903625,7.95665979385376,-7.87930011749268,2.36132001876831,0.217,0.084,0.007,0.056
"5581",21,0.2745,0.3365,0.4425,2842,0,0,0,0,0,1,90.8351974487305,-0.174985989928246,2.01042008399963,8.05289936065674,-11.7846994400024,-5.82282972335815,1.22512996196747,0.237,0.085,0.007,0.048
"5582",40,0.281666,0.372333,0.395666,2745,1,1,1,1,1,3,93.0555953979492,0.0963728949427605,3.03932976722717,21.5950984954834,6.17007970809937,-4.95685958862305,-1.05189001560211,0.201,0.081,0.01,0.074
"5583",111,0.2695,0.3525,0.3905,5355,2,1,1,1,0,3,91.1269989013672,0.6199169754982,2.79018998146057,15.3198003768921,-5.32322978973389,-5.46919012069702,2.82112979888916,0.207,0.074,0.013,0.065
"5584",85,0.238,0.314,0.411,4271,1,1,0,1,1,2,88.2730026245117,0.634337961673737,2.18641996383667,10.3126001358032,11.1803998947144,-6.06683969497681,0.26137900352478,0.214,0.072,0.01,0.075
"5585",137,0.268333,0.370333,0.385666,2724,1,0,2,1,0,4,88.0869979858398,0.302266985177994,2.01013994216919,9.85890007019043,2.0754599571228,-6.2991795539856,2.96796011924744,0.234,0.073,0.009,0.033
"5586",136,0.298666,0.361666,0.491666,2797,2,0,0,1,0,1,85.0307006835938,0.237906992435455,3.04197001457214,1.95072996616364,0.813970029354095,-6.89065980911255,1.52751994132996,0.2,0.075,0.009,0.083
"5587",57,0.289333,0.325333,0.406,2529,1,0,0,1,0,1,86.8495941162109,0.311529994010925,1.85344004631042,4.82657957077026,-15.5694999694824,-8.01028060913086,0.658056974411011,0.238,0.081,0.008,0.045
"5588",111,0.2695,0.3525,0.3905,2745,0,1,0,1,0,2,92.4232940673828,-0.435595005750656,2.48576998710632,8.04932975769043,-12.8097991943359,-6.96683979034424,0.0531959980726242,0.237,0.09,0.005,0.058
"5589",141,0.2895,0.3435,0.42,2724,2,2,0,0,0,3,85.6347961425781,-0.407358020544052,2.21898007392883,4.16694974899292,5.63538980484009,-6.6135196685791,3.08390974998474,0.197,0.088,0.007,0.101
"5590",133,0.264,0.3265,0.3625,2542,0,1,2,1,0,4,75.6340942382812,0.148911997675896,2.71794986724854,-12.42799949646,8.94555950164795,-9.42496013641357,2.33066987991333,0.232,0.079,0.008,0.044
"5591",49,0.269666,0.351,0.413333,2756,2,0,0,1,0,1,95.341796875,0.521121978759766,2.09711003303528,14.9615993499756,-13.0075006484985,-5.70666980743408,2.79692006111145,0.235,0.075,0.01,0.05
"5592",45,0.277,0.3205,0.4225,2724,1,0,2,0,1,3,81.3095932006836,-0.147309005260468,1.64467000961304,-2.90791010856628,-0.928072929382324,-8.77527046203613,-2.7056097984314,0.262,0.08,0.008,0.025
"5593",73,0.289,0.381,0.374,2745,1,2,0,1,0,3,88.5759963989258,0.258767992258072,2.24549007415771,14.9003000259399,-4.24457025527954,-5.45411968231201,3.11484980583191,0.193,0.085,0.009,0.097
"5594",21,0.2745,0.3365,0.4425,2823,1,1,2,0,0,4,90.2204971313477,-0.391606003046036,2.45141005516052,9.79621028900146,-14.5188999176025,-5.47620010375977,0.456129014492035,0.234,0.085,0.009,0.038
"5595",85,0.238,0.314,0.411,2767,1,2,1,1,0,4,92.7157974243164,-0.00978708919137716,2.23696994781494,20.6375999450684,-4.15463018417358,-5.73443984985352,0.944183945655823,0.213,0.088,0.009,0.064
"5596",51,0.271,0.3205,0.411,4715,2,0,0,0,0,1,88.6901016235352,0.346982002258301,2.22992992401123,7.71483993530273,4.0058798789978,-6.75874948501587,2.35925984382629,0.219,0.076,0.009,0.063
"5597",30,0.2815,0.3255,0.4525,4670,2,1,1,0,0,3,91.0068969726562,-0.413776993751526,3.51760983467102,7.30123996734619,-13.5387992858887,-4.85644006729126,0.773811042308807,0.203,0.08,0.009,0.076
"5598",51,0.271,0.3205,0.411,3970,0,0,1,0,0,2,85.2989959716797,0.422078967094421,2.34974980354309,2.1255099773407,3.15903997421265,-8.46553039550781,2.60303997993469,0.244,0.079,0.008,0.04
"5599",16,0.28,0.353,0.361,4670,0,2,2,0,0,7,93.8833999633789,-0.648766994476318,3.73557019233704,16.275899887085,-6.62901973724365,-3.57897996902466,0.181097999215126,0.191,0.078,0.007,0.076
"5600",82,0.2365,0.3505,0.429,2541,0,3,1,0,0,5,95.3510971069336,-0.222391992807388,3.18462991714478,17.3048000335693,-10.519700050354,-3.58022999763489,1.60279989242554,0.205,0.085,0.009,0.089
"5601",1,0.3025,0.348,0.555,2858,2,1,1,0,0,3,91.6816024780273,-0.690932989120483,2.13566994667053,3.89787006378174,-7.33629941940308,-6.68298006057739,0.385715007781982,0.248,0.084,0.006,0.043
"5602",85,0.238,0.314,0.411,4271,0,1,1,1,0,3,91.9481964111328,0.565716981887817,2.41993999481201,8.94054985046387,0.205109998583794,-6.49706983566284,2.94609999656677,0.248,0.075,0.009,0.044
"5603",84,0.267,0.3825,0.389,2823,2,1,1,1,0,3,82.8125991821289,-0.467776000499725,2.02780985832214,2.28215003013611,-11.2279005050659,-8.85002040863037,-0.0310830008238554,0.222,0.092,0.007,0.05
"5604",84,0.267,0.3825,0.389,2823,1,1,2,1,0,4,93.7435989379883,-0.075388103723526,2.77514982223511,17.1475009918213,-1.37962996959686,-5.29833984375,0.607021987438202,0.23,0.081,0.01,0.044
"5605",136,0.298666,0.361666,0.491666,2842,2,3,2,1,1,6,83.5587005615234,-0.59653502702713,1.8147200345993,8.42346000671387,-0.843659996986389,-6.95999002456665,-2.45235991477966,0.212,0.091,0.009,0.057
"5606",136,0.298666,0.361666,0.491666,2842,2,1,1,1,0,3,82.8715972900391,-0.749466955661774,2.18534994125366,4.89005994796753,-17.5115985870361,-6.63220977783203,0.282135993242264,0.2,0.095,0.008,0.062
"5607",97,0.211,0.2905,0.3725,2858,1,0,0,1,0,1,93.5961990356445,-0.349655985832214,2.3806300163269,10.7445001602173,-17.8973007202148,-6.03902006149292,-0.334143996238708,0.235,0.085,0.007,0.051
"5608",70,0.238666,0.293666,0.389333,2767,0,1,1,0,0,3,75.0262985229492,1.30896997451782,2.67865991592407,6.86215019226074,10.5057001113892,-6.81838989257812,5.29305982589722,0.171,0.076,0.015,0.093
"5609",125,0.2295,0.3255,0.4005,5421,1,2,2,1,0,5,81.3801956176758,-0.819766998291016,2.61112999916077,7.74485015869141,-15.2124996185303,-6.77716016769409,-0.583410024642944,0.194,0.101,0.008,0.062
"5610",152,0.314,0.353,0.461,2683,0,0,1,0,0,2,82.6866989135742,0.287900388240814,2.36606311798096,13.9840631484985,-8.4842700958252,-7.13385343551636,0.886069416999817,0.199,0.091,0.009,0.055
"5611",98,0.2965,0.384,0.527,2724,1,0,0,1,1,1,83.3565979003906,-0.867691993713379,1.87363994121552,0.329389989376068,-12.475100517273,-8.19437980651855,-4.77493000030518,0.229,0.093,0.005,0.05
"5612",40,0.281666,0.372333,0.395666,2745,0,2,2,1,1,5,89.1291961669922,0.478084981441498,2.72235989570618,17.9093990325928,9.07051944732666,-5.11021995544434,-0.561757981777191,0.212,0.077,0.012,0.058
"5613",34,0.263,0.379666,0.376666,2541,2,0,1,1,1,2,92.3795928955078,-0.251935988664627,3.34784984588623,17.1491985321045,10.592999458313,-4.16491985321045,-2.59142994880676,0.197,0.076,0.01,0.076
"5614",51,0.271,0.3205,0.411,3970,0,1,1,0,1,3,85.0048980712891,1.08140003681183,1.73324000835419,4.04551982879639,19.3298988342285,-6.95750951766968,1.12994992733002,0.245,0.067,0.011,0.044
"5615",1,0.3025,0.348,0.555,2767,1,1,1,0,1,3,92.3158950805664,0.63289600610733,3.76464986801147,13.6704988479614,9.34355926513672,-3.9895601272583,-1.40364992618561,0.202,0.065,0.013,0.084
"5616",51,0.271,0.3205,0.411,2542,1,0,1,0,1,2,86.7202987670898,-0.146400988101959,2.71689009666443,11.3211994171143,11.3910999298096,-6.23817014694214,-0.336300998926163,0.206,0.083,0.008,0.062
"5617",107,0.261,0.3035,0.411,3230,2,0,0,1,0,1,92.5904006958008,1.10497999191284,2.5317599773407,16.0671997070312,-8.22091960906982,-4.53502988815308,2.14317989349365,0.209,0.066,0.014,0.067
"5618",144,0.219,0.294,0.482,2858,1,1,1,0,0,3,92.9499969482422,-0.919834971427918,2.31461977958679,-1.43179988861084,-15.8966999053955,-6.66045999526978,0.0782789960503578,0.269,0.085,0.005,0.036
"5619",81,0.261,0.3285,0.3655,4669,1,1,1,1,0,3,84.8467025756836,-0.157574996352196,1.61932003498077,10.0335998535156,-9.4167890548706,-7.47741985321045,0.204842999577522,0.222,0.092,0.008,0.046
"5620",125,0.2295,0.3255,0.4005,2843,2,2,2,1,1,5,83.9650955200195,0.599794983863831,2.80563998222351,-0.968119978904724,-10.8884992599487,-6.36641979217529,-1.92548990249634,0.227,0.065,0.014,0.049
"5621",137,0.268333,0.370333,0.385666,2542,1,1,2,1,0,4,87.9765014648438,-0.48370897769928,2.70918989181519,-2.11516976356506,-0.706730008125305,-7.4936900138855,1.72110998630524,0.253,0.081,0.007,0.037
"5622",144,0.219,0.294,0.482,5472,1,0,1,0,0,2,92.6096572875977,0.180749997496605,1.76477801799774,17.7870292663574,-13.6550998687744,-5.79078054428101,-0.57482099533081,0.241,0.082,0.009,0.035
"5623",144,0.219,0.294,0.482,5472,2,1,1,0,1,3,82.5476837158203,0.0754119977355003,1.75340890884399,3.90218281745911,-3.78305387496948,-7.6583399772644,-2.26286482810974,0.223,0.08,0.009,0.049
"5624",0,0.289,0.330666,0.453,2844,2,1,0,0,0,2,86.0072021484375,0.867268025875092,3.05430006980896,4.3176097869873,6.40749979019165,-6.39563989639282,3.05819988250732,0.196,0.068,0.012,0.099
"5625",122,0.245,0.3,0.3745,2772,2,2,0,1,1,3,88.0973968505859,0.819073975086212,2.82969999313354,5.25990962982178,14.8996000289917,-4.31756019592285,-0.421023011207581,0.198,0.061,0.013,0.113
"5626",51,0.271,0.3205,0.411,3970,2,1,2,0,0,4,89.1549987792969,-1.11494994163513,2.84560990333557,-1.58928000926971,-9.48149013519287,-6.78473949432373,-0.195620000362396,0.244,0.086,0.007,0.04
"5627",1,0.3025,0.348,0.555,2767,2,1,2,0,0,4,92.8871994018555,0.0231781993061304,3.09951996803284,16.42919921875,-5.76954984664917,-4.71115016937256,1.93104994297028,0.212,0.078,0.012,0.053
"5628",70,0.238666,0.293666,0.389333,5472,2,2,2,0,0,6,82.9999008178711,-0.13824300467968,1.89048004150391,3.82690000534058,3.81482005119324,-7.68319988250732,2.72092986106873,0.215,0.08,0.008,0.05
"5629",107,0.261,0.3035,0.411,2797,0,2,0,1,0,3,91.4150009155273,-0.84293395280838,2.42644000053406,13.8517999649048,-9.47573947906494,-4.97987985610962,-0.010436000302434,0.203,0.098,0.006,0.089
"5630",125,0.2295,0.3255,0.4005,5421,2,2,2,1,0,6,84.4512939453125,0.22359199821949,1.06491994857788,10.395299911499,2.01628994941711,-7.65713977813721,3.57452988624573,0.225,0.081,0.009,0.04
"5631",70,0.238666,0.293666,0.389333,5472,0,0,0,0,1,1,79.0475921630859,-0.170956999063492,2.06175994873047,-9.5938196182251,-3.02364993095398,-9.58810043334961,-1.63516986370087,0.24,0.084,0.005,0.049
"5632",0,0.289,0.330666,0.453,5472,0,0,0,0,1,1,79.611198425293,0.400886982679367,2.32998991012573,1.40758001804352,-3.46252012252808,-7.70479965209961,-1.62141001224518,0.208,0.08,0.008,0.065
"5633",111,0.2695,0.3525,0.3905,2745,1,2,1,1,1,4,88.4287033081055,-0.21772500872612,1.36734998226166,18.7409992218018,8.84144973754883,-6.33785009384155,-1.40122997760773,0.217,0.091,0.008,0.058
"5634",111,0.2695,0.3525,0.3905,2745,2,2,2,1,0,6,84.2791976928711,0.32252699136734,2.70086979866028,1.2050199508667,0.061259999871254,-7.90471982955933,1.80067002773285,0.218,0.071,0.01,0.053
"5635",142,0.3195,0.3605,0.4435,5472,1,2,1,1,0,4,92.3935012817383,1.25665998458862,2.99478006362915,16.0982990264893,-9.87460041046143,-4.67578983306885,1.96305990219116,0.211,0.066,0.016,0.07
"5636",134,0.273,0.378,0.481,3789,2,0,0,1,0,1,95.2214965820312,0.608200013637543,1.50294005870819,18.4316997528076,-10.435299873352,-5.96867942810059,1.03022992610931,0.242,0.075,0.01,0.043
"5637",1,0.3025,0.348,0.555,3970,2,0,1,0,0,2,93.4282989501953,-0.391719996929169,3.57351994514465,17.2704982757568,-7.99900007247925,-4.26896953582764,0.255201995372772,0.194,0.082,0.01,0.074
"5638",1,0.3025,0.348,0.555,3970,0,1,1,0,0,3,89.8730010986328,0.850965976715088,2.51569986343384,7.26888990402222,-20.9884986877441,-5.4627799987793,0.723569989204407,0.24,0.07,0.012,0.043
"5639",57,0.289333,0.325333,0.406,5421,1,2,1,1,0,4,91.6814956665039,-0.019471999257803,3.36580967903137,17.6650981903076,-7.046959400177,-4.5763201713562,0.583923995494843,0.19,0.083,0.01,0.093
"5640",65,0.27,0.375,0.409,2529,1,1,2,0,0,5,79.6234970092773,-0.560856997966766,1.67184996604919,8.96232986450195,-7.22959995269775,-7.87254953384399,-0.180094003677368,0.203,0.095,0.007,0.044
"5641",70,0.238666,0.293666,0.389333,2844,2,2,1,0,0,4,92.9943008422852,-0.95116400718689,2.33225989341736,17.8223991394043,-11.0346002578735,-5.40718984603882,-1.35216999053955,0.209,0.096,0.007,0.068
"5642",34,0.263,0.379666,0.376666,4670,0,2,0,1,1,3,94.5987930297852,0.509449005126953,1.87698996067047,15.7813997268677,6.48459005355835,-6.38685989379883,-0.32703098654747,0.243,0.078,0.008,0.061
"5643",137,0.268333,0.370333,0.385666,2724,1,1,0,1,1,2,89.0373992919922,0.349441975355148,2.44375991821289,10.0791997909546,14.4498987197876,-5.65526008605957,-0.175561994314194,0.21,0.074,0.009,0.083
"5644",137,0.268333,0.370333,0.385666,2724,0,1,2,1,0,4,89.0553970336914,-0.417867988348007,3.28187012672424,7.78024005889893,-13.8288993835449,-5.88604974746704,-0.660287976264954,0.225,0.086,0.008,0.046
"5645",34,0.263,0.379666,0.376666,4670,0,0,2,1,1,3,82.6988983154297,-0.170452997088432,2.12378978729248,-4.06965970993042,0.358543008565903,-8.76548957824707,-1.228679895401,0.266,0.081,0.007,0.026
"5646",49,0.269666,0.351,0.413333,2756,2,0,2,1,0,4,92.79150390625,0.527010977268219,3.00495982170105,15.1028995513916,-4.41574001312256,-4.98838996887207,1.99511992931366,0.218,0.066,0.012,0.042
"5647",49,0.269666,0.351,0.413333,2797,2,3,1,1,0,5,91.8589935302734,0.425048977136612,1.96468997001648,18.854700088501,-7.08273983001709,-5.47785997390747,1.24796998500824,0.211,0.08,0.012,0.07
"5648",45,0.277,0.3205,0.4225,4715,2,1,1,0,1,3,93.9157943725586,-0.0675991028547287,3.17920994758606,11.8495998382568,9.00514984130859,-5.16418981552124,-1.20666003227234,0.219,0.072,0.009,0.068
"5649",45,0.277,0.3205,0.4225,4715,2,3,2,0,0,8,82.7544937133789,-0.249288991093636,2.49286985397339,-3.84937000274658,2.29939007759094,-8.36268997192383,2.36359977722168,0.212,0.073,0.006,0.062
"5650",45,0.277,0.3205,0.4225,4715,2,3,2,0,0,8,82.6685028076172,-0.23879200220108,2.48092985153198,-3.77636981010437,2.21238994598389,-8.30969047546387,2.41759991645813,0.212,0.073,0.007,0.062
"5651",152,0.314,0.353,0.461,2683,2,1,0,0,0,2,85.8375015258789,-0.4894680082798,3.21344995498657,-0.371899992227554,-0.884329974651337,-6.83441019058228,2.14566993713379,0.196,0.084,0.007,0.102
"5652",152,0.314,0.353,0.461,2683,1,1,1,0,0,3,95.7693023681641,0.153494000434875,2.56976985931396,5.79640007019043,-15.0505990982056,-5.91929960250854,0.993499934673309,0.265,0.072,0.009,0.038
"5653",141,0.2895,0.3435,0.42,2542,0,1,1,0,1,3,84.0942001342773,0.146447002887726,2.19318008422852,5.49173974990845,-6.29980945587158,-7.29225015640259,-2.31778001785278,0.228,0.082,0.008,0.048
"5654",16,0.28,0.353,0.361,3810,1,2,2,0,0,6,92.4810943603516,0.0132502997294068,2.79213976860046,15.1823997497559,-10.1604995727539,-4.72630023956299,1.151859998703,0.214,0.076,0.01,0.053
"5655",117,0.2845,0.344,0.4435,5355,1,0,1,0,0,2,92.2560958862305,0.12704598903656,1.77723002433777,6.80226993560791,-8.62753009796143,-7.04516983032227,1.61440992355347,0.269,0.078,0.008,0.029
